,,SHOT,DRUG,STAB,PD13,RAPE,CHILDA,MCI43P,MCI29P,MCI28P,PD13C,MCI27P,MCI30P,MCI42P,MCI43,MCI29,DRUGFC,MCI50P,ACTIVE,MCI50,MCI28,MCI58P
36081028200,2019,0.5294117647058824,26.58823529411765,2.588235294117647,0.8823529411764706,0.0,0.11764705882352941,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081028200,2020,0.7058823529411765,16.41176470588235,1.1764705882352942,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0
36081040400,2005,2.588235294117647,11.235294117647058,3.0,0.8235294117647058,0.7058823529411765,0.17647058823529413,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081040400,2006,2.7058823529411766,15.0,2.9411764705882355,0.7058823529411765,0.4117647058823529,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081040400,2007,2.176470588235294,13.705882352941176,2.588235294117647,1.2352941176470589,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081040400,2008,3.0,16.058823529411764,2.5294117647058822,1.1764705882352942,0.8823529411764706,0.23529411764705882,0.11764705882352941,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081040400,2009,2.9411764705882355,11.764705882352942,2.7058823529411766,0.35294117647058826,0.5882352941176471,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081040400,2010,2.0,13.882352941176471,2.5294117647058822,0.23529411764705882,0.47058823529411764,0.29411764705882354,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081040400,2011,2.411764705882353,13.764705882352942,2.7058823529411766,0.23529411764705882,0.5294117647058824,0.4117647058823529,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081040400,2012,1.7647058823529411,13.294117647058824,1.8235294117647058,0.058823529411764705,0.8235294117647058,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081040400,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081040400,2014,1.7647058823529411,17.235294117647058,2.764705882352941,0.11764705882352941,0.7058823529411765,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081040400,2015,0.9411764705882353,17.235294117647058,3.176470588235294,0.7647058823529411,0.47058823529411764,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081040400,2016,1.1176470588235294,19.176470588235293,2.5294117647058822,0.7647058823529411,0.5882352941176471,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081040400,2017,1.2941176470588236,20.294117647058822,3.176470588235294,0.8823529411764706,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081040400,2018,0.8823529411764706,26.58823529411765,2.1176470588235294,1.0588235294117647,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081040400,2019,0.5294117647058824,26.58823529411765,2.588235294117647,0.8823529411764706,0.0,0.11764705882352941,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081040400,2020,0.7058823529411765,16.41176470588235,1.1764705882352942,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0
36081041400,2005,2.588235294117647,11.235294117647058,3.0,0.8235294117647058,0.7058823529411765,0.17647058823529413,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081041400,2006,2.7058823529411766,15.0,2.9411764705882355,0.7058823529411765,0.4117647058823529,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081041400,2007,2.176470588235294,13.705882352941176,2.588235294117647,1.2352941176470589,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081041400,2008,3.0,16.058823529411764,2.5294117647058822,1.1764705882352942,0.8823529411764706,0.23529411764705882,0.11764705882352941,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081041400,2009,2.9411764705882355,11.764705882352942,2.7058823529411766,0.35294117647058826,0.5882352941176471,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081041400,2010,2.0,13.882352941176471,2.5294117647058822,0.23529411764705882,0.47058823529411764,0.29411764705882354,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081041400,2011,2.411764705882353,13.764705882352942,2.7058823529411766,0.23529411764705882,0.5294117647058824,0.4117647058823529,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081041400,2012,1.7647058823529411,13.294117647058824,1.8235294117647058,0.058823529411764705,0.8235294117647058,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081041400,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081041400,2014,1.7647058823529411,17.235294117647058,2.764705882352941,0.11764705882352941,0.7058823529411765,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081041400,2015,0.9411764705882353,17.235294117647058,3.176470588235294,0.7647058823529411,0.47058823529411764,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081041400,2016,1.1176470588235294,19.176470588235293,2.5294117647058822,0.7647058823529411,0.5882352941176471,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081041400,2017,1.2941176470588236,20.294117647058822,3.176470588235294,0.8823529411764706,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081041400,2018,0.8823529411764706,26.58823529411765,2.1176470588235294,1.0588235294117647,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081041400,2019,0.5294117647058824,26.58823529411765,2.588235294117647,0.8823529411764706,0.0,0.11764705882352941,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081041400,2020,0.7058823529411765,16.41176470588235,1.1764705882352942,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0
36081042600,2005,2.588235294117647,11.235294117647058,3.0,0.8235294117647058,0.7058823529411765,0.17647058823529413,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081042600,2006,2.7058823529411766,15.0,2.9411764705882355,0.7058823529411765,0.4117647058823529,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081042600,2007,2.176470588235294,13.705882352941176,2.588235294117647,1.2352941176470589,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081042600,2008,3.0,16.058823529411764,2.5294117647058822,1.1764705882352942,0.8823529411764706,0.23529411764705882,0.11764705882352941,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081042600,2009,2.9411764705882355,11.764705882352942,2.7058823529411766,0.35294117647058826,0.5882352941176471,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081042600,2010,2.0,13.882352941176471,2.5294117647058822,0.23529411764705882,0.47058823529411764,0.29411764705882354,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081042600,2011,2.411764705882353,13.764705882352942,2.7058823529411766,0.23529411764705882,0.5294117647058824,0.4117647058823529,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081042600,2012,1.7647058823529411,13.294117647058824,1.8235294117647058,0.058823529411764705,0.8235294117647058,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081042600,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081042600,2014,1.7647058823529411,17.235294117647058,2.764705882352941,0.11764705882352941,0.7058823529411765,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081042600,2015,0.9411764705882353,17.235294117647058,3.176470588235294,0.7647058823529411,0.47058823529411764,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081042600,2016,1.1176470588235294,19.176470588235293,2.5294117647058822,0.7647058823529411,0.5882352941176471,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081042600,2017,1.2941176470588236,20.294117647058822,3.176470588235294,0.8823529411764706,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081042600,2018,0.8823529411764706,26.58823529411765,2.1176470588235294,1.0588235294117647,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081042600,2019,0.5294117647058824,26.58823529411765,2.588235294117647,0.8823529411764706,0.0,0.11764705882352941,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081042600,2020,0.7058823529411765,16.41176470588235,1.1764705882352942,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0
36081043400,2005,2.588235294117647,11.235294117647058,3.0,0.8235294117647058,0.7058823529411765,0.17647058823529413,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081043400,2006,2.7058823529411766,15.0,2.9411764705882355,0.7058823529411765,0.4117647058823529,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081043400,2007,2.176470588235294,13.705882352941176,2.588235294117647,1.2352941176470589,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081043400,2008,3.0,16.058823529411764,2.5294117647058822,1.1764705882352942,0.8823529411764706,0.23529411764705882,0.11764705882352941,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081043400,2009,2.9411764705882355,11.764705882352942,2.7058823529411766,0.35294117647058826,0.5882352941176471,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081043400,2010,2.0,13.882352941176471,2.5294117647058822,0.23529411764705882,0.47058823529411764,0.29411764705882354,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081043400,2011,2.411764705882353,13.764705882352942,2.7058823529411766,0.23529411764705882,0.5294117647058824,0.4117647058823529,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081043400,2012,1.7647058823529411,13.294117647058824,1.8235294117647058,0.058823529411764705,0.8235294117647058,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081043400,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081043400,2014,1.7647058823529411,17.235294117647058,2.764705882352941,0.11764705882352941,0.7058823529411765,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081043400,2015,0.9411764705882353,17.235294117647058,3.176470588235294,0.7647058823529411,0.47058823529411764,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081043400,2016,1.1176470588235294,19.176470588235293,2.5294117647058822,0.7647058823529411,0.5882352941176471,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081043400,2017,1.2941176470588236,20.294117647058822,3.176470588235294,0.8823529411764706,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081043400,2018,0.8823529411764706,26.58823529411765,2.1176470588235294,1.0588235294117647,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081043400,2019,0.5294117647058824,26.58823529411765,2.588235294117647,0.8823529411764706,0.0,0.11764705882352941,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081043400,2020,0.7058823529411765,16.41176470588235,1.1764705882352942,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0
36081044000,2005,2.588235294117647,11.235294117647058,3.0,0.8235294117647058,0.7058823529411765,0.17647058823529413,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081044000,2006,2.7058823529411766,15.0,2.9411764705882355,0.7058823529411765,0.4117647058823529,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081044000,2007,2.176470588235294,13.705882352941176,2.588235294117647,1.2352941176470589,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081044000,2008,3.0,16.058823529411764,2.5294117647058822,1.1764705882352942,0.8823529411764706,0.23529411764705882,0.11764705882352941,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081044000,2009,2.9411764705882355,11.764705882352942,2.7058823529411766,0.35294117647058826,0.5882352941176471,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081044000,2010,2.0,13.882352941176471,2.5294117647058822,0.23529411764705882,0.47058823529411764,0.29411764705882354,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081044000,2011,2.411764705882353,13.764705882352942,2.7058823529411766,0.23529411764705882,0.5294117647058824,0.4117647058823529,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081044000,2012,1.7647058823529411,13.294117647058824,1.8235294117647058,0.058823529411764705,0.8235294117647058,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081044000,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081044000,2014,1.7647058823529411,17.235294117647058,2.764705882352941,0.11764705882352941,0.7058823529411765,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081044000,2015,0.9411764705882353,17.235294117647058,3.176470588235294,0.7647058823529411,0.47058823529411764,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081044000,2016,1.1176470588235294,19.176470588235293,2.5294117647058822,0.7647058823529411,0.5882352941176471,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081044000,2017,1.2941176470588236,20.294117647058822,3.176470588235294,0.8823529411764706,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081044000,2018,0.8823529411764706,26.58823529411765,2.1176470588235294,1.0588235294117647,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081044000,2019,0.5294117647058824,26.58823529411765,2.588235294117647,0.8823529411764706,0.0,0.11764705882352941,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081044000,2020,0.7058823529411765,16.41176470588235,1.1764705882352942,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0
36081046000,2005,2.588235294117647,11.235294117647058,3.0,0.8235294117647058,0.7058823529411765,0.17647058823529413,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081046000,2006,2.7058823529411766,15.0,2.9411764705882355,0.7058823529411765,0.4117647058823529,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081046000,2007,2.176470588235294,13.705882352941176,2.588235294117647,1.2352941176470589,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081046000,2008,3.0,16.058823529411764,2.5294117647058822,1.1764705882352942,0.8823529411764706,0.23529411764705882,0.11764705882352941,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081046000,2009,2.9411764705882355,11.764705882352942,2.7058823529411766,0.35294117647058826,0.5882352941176471,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081046000,2010,2.0,13.882352941176471,2.5294117647058822,0.23529411764705882,0.47058823529411764,0.29411764705882354,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081046000,2011,2.411764705882353,13.764705882352942,2.7058823529411766,0.23529411764705882,0.5294117647058824,0.4117647058823529,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081046000,2012,1.7647058823529411,13.294117647058824,1.8235294117647058,0.058823529411764705,0.8235294117647058,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081046000,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081046000,2014,1.7647058823529411,17.235294117647058,2.764705882352941,0.11764705882352941,0.7058823529411765,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081046000,2015,0.9411764705882353,17.235294117647058,3.176470588235294,0.7647058823529411,0.47058823529411764,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081046000,2016,1.1176470588235294,19.176470588235293,2.5294117647058822,0.7647058823529411,0.5882352941176471,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081046000,2017,1.2941176470588236,20.294117647058822,3.176470588235294,0.8823529411764706,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081046000,2018,0.8823529411764706,26.58823529411765,2.1176470588235294,1.0588235294117647,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081046000,2019,0.5294117647058824,26.58823529411765,2.588235294117647,0.8823529411764706,0.0,0.11764705882352941,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081046000,2020,0.7058823529411765,16.41176470588235,1.1764705882352942,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0
36081033402,2005,38.0,74.5,25.5,9.5,10.0,5.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081033402,2006,24.5,91.5,40.5,14.0,12.0,8.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081033402,2007,22.0,96.0,24.5,16.0,7.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081033402,2008,29.0,95.5,29.0,7.0,8.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081033402,2009,21.0,97.0,25.5,9.0,11.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081033402,2010,21.0,97.5,20.0,7.0,7.5,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081033402,2011,14.5,103.5,23.5,1.0,10.0,5.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081033402,2012,21.0,120.5,21.0,2.0,5.5,4.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081033402,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081033402,2014,12.0,132.5,15.0,1.0,3.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081033402,2015,19.5,126.5,28.5,16.0,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081033402,2016,12.0,158.0,23.5,13.5,4.5,3.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
36081033402,2017,14.0,179.5,30.0,16.5,2.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36081033402,2018,12.0,213.0,30.0,7.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081033402,2019,9.5,199.5,21.0,9.5,0.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081033402,2020,6.5,143.0,11.0,2.0,0.0,0.5,0.0,0.0,0.0,4.5,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
36081036600,2005,38.0,74.5,25.5,9.5,10.0,5.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081036600,2006,24.5,91.5,40.5,14.0,12.0,8.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081036600,2007,22.0,96.0,24.5,16.0,7.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36081036600,2008,29.0,95.5,29.0,7.0,8.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
