,0
36047005000,11209
36101960600,14804
36101960800,14807
36111953800,12542
36111954400,12428
36111954700,12733
36029015800,14025
36039080300,12421
36079010900,10537
36015010100,14824
36015010200,14812
36027060302,12524
36071011900,10958
36113070500,12801
36071013100,12577
36071013201,10992
36051030100,14486
36067005601,13210
36079011400,10541
36119010200,10522
36011042100,13021
36031961200,12858
36081040400,11433
36081041300,11368
36081041500,11368
36081042400,11433
36081042700,11368
36081043701,11368
36081043900,11368
36081044301,11368
36013036700,16442
36001013503,12110
36001013506,12110
36001013707,12110
36001013802,12304
36001014203,12054
36047038300,11221
36047101400,11236
36047102400,11236
36047105804,11236
36047112200,11207
36047113200,11207
36047114600,11207
36047115200,11207
36067005800,13202
36067006103,13205
36059301000,11024
36055015400,14416
36059414303,11510
36059414400,11575
36059414502,11520
36059414800,11554
36059414900,11554
36059415102,11520
36119006500,10801
36119006700,10804
36119006900,10804
36119007500,10543
36119008000,10573
36119008301,10573
36119008700,10601
36013037600,14136
36071015005,10950
36081017000,11420
36053030401,13030
36047117202,11207
36047118000,11207
36047119400,11208
36047119800,11207
36047150200,11215
36047005201,11209
36047005202,11209
36047005800,11209
36047005900,11231
36047006300,11231
36055011505,14526
36055012301,14618
36059404901,11429
36059405500,11010
36005023502,10453
36005024400,10462
36005024800,10469
36005025500,10453
36005026500,10468
36005027401,10461
36005027600,10475
36005028500,10463
36005029500,10463
36005030000,10461
36105952500,12719
36081112900,11361
36081116300,11354
36063024102,14008
36063024303,14131
36063024404,14092
36013036000,14716
36053031100,13355
36055011603,14625
36055011703,14450
36055011902,14445
36055012201,14618
36027080104,12603
36027110003,12531
36061008200,10110
36061008400,10001
36061008601,10017
36061008800,10017
36001014614,12084
36047099400,11236
36055012402,14472
36055013205,14586
36055013300,14423
36013036500,14787
36079011900,10509
36081001900,11109
36081002600,11416
36081003700,11106
36063022100,14304
36063022401,14304
36029010002,14225
36029010102,14215
36047048800,11218
36047049100,11211
36047049200,11218
36047049400,11218
36027130004,12580
36047018200,11228
36047018700,11205
36047019300,11205
36047020000,11228
36047020800,11228
36047021400,11219
36047022200,11219
36015011200,14830
36029001100,14210
36065022800,13308
36063022602,14305
36063023200,14150
36005021800,10460
36005022200,10472
36005022901,10453
36005023301,10453
36033950200,13655
36047049700,11211
36047049900,11222
36047050000,11218
36067013701,13088
36067014300,13206
36067015202,13066
36067015400,13057
36067015700,13078
36039080501,12431
36119012600,10536
36081004200,11421
36119985000,10577
36121970700,14427
36123150100,14415
36081011700,11105
36081011800,11418
36103123201,11735
36103123600,11762
36103123801,11726
36103124200,11757
36103124402,11762
36103134902,11754
36103135002,11780
36103111900,11797
36103112002,11747
36113071000,12810
36081044800,11435
36047015100,11215
36047015400,11214
36047016600,11209
36047017100,11218
36055013503,14468
36083052601,12115
36081048900,11378
36081050600,11412
36001014302,12054
36001014611,12085
36087011301,10977
36087011403,10954
36087011404,10977
36087011405,10977
36085000800,10305
36085001100,10301
36085002100,10301
36085005000,10304
36085006400,10305
36085009602,10304
36085011401,10304
36085013204,10308
36103158401,11764
36119014605,10993
36119001200,10705
36119001303,10705
36081009400,11417
36081009900,11102
36081010600,11419
36081011200,11416
36081011500,11105
36021001400,12414
36029008700,14216
36029008900,14226
36029009009,14228
36029009113,14068
36029009301,14223
36029009900,14206
36081061301,11379
36081061601,11411
36081062600,11413
36119001503,10705
36119001800,10703
36119002202,10708
36119002300,10701
36059519900,11801
36059520100,11714
36059520700,11714
36059520900,11783
36123150400,14418
36101961500,14840
36101961600,14870
36081062900,11385
36081064500,11374
36081065000,11413
36081066100,11379
36081066400,11422
36081068700,11373
36081069300,11374
36081069701,11374
36081069702,11374
36119005200,10708
36119005400,10803
36119006200,10553
36087010902,10927
36087011102,10994
36087011200,10954
36025970700,13846
36059410900,11581
36059411500,11598
36085017010,10312
36081044400,11433
36081070700,11374
36081071100,11374
36081071304,11374
36081071600,11417
36081071701,11374
36023970200,13141
36023970400,13045
36023970900,13045
36025970500,13754
36085014605,10308
36085015100,10310
36085016901,10310
36081072300,11375
36081084500,11355
36081084602,11417
36081086900,11354
36119000402,10701
36119000600,10701
36041950500,13324
36043010701,13365
36053030600,13032
36085020801,10309
36085025100,10303
36085027705,10314
36085027900,10312
36087010102,10984
36087010502,10984
36087010601,10923
36087010804,10956
36059521700,11758
36111952600,12486
36059519601,11803
36061027900,10034
36061028500,10034
36061028700,7632
36061029300,10034
36061030900,10463
36061031704,10282
36063020600,14301
36063021200,14303
36053030800,13122
36047014900,11215
36081157102,11426
36081161700,11001
36081990100,11235
36083040500,12183
36083041000,12204
36083041300,12183
36059521902,11793
36055013800,14616
36055013902,14615
36055014004,14615
36055014602,14546
36055014802,14420
36055014901,14559
36055014905,14559
36061006100,10003
36061006400,10009
36061007100,10011
36061007300,10014
36059411800,11563
36047050400,11218
36047050500,11211
36047050803,11226
36047051100,11211
36047052000,11226
36047052600,11226
36047053700,11205
36047053900,11205
36047054900,11205
36047055400,11223
36103110501,11721
36119003800,10552
36119013201,10989
36081117500,11358
36103110600,11768
36103111300,11743
36103111503,11740
36103111505,11740
36083051901,12118
36003951000,14708
36009960702,14731
36119010701,10706
36119010901,10607
36119011600,10960
36119011902,10532
36119012101,10595
36081104700,11354
36017970601,13832
36075020200,13145
36105951300,12775
36105951600,12762
36109001200,14850
36109001500,14853
36109002000,14881
36109002200,13073
36101961900,14823
36101962900,14870
36081005000,11421
36081005900,11106
36081006501,11102
36081073100,11375
36059406501,11040
36059407101,11550
36059407401,11553
36059407700,11556
36059408100,11553
36081088901,11354
36101961000,14843
36101961300,14809
36119013500,10562
36119014200,10566
36119014500,10567
36059408400,11575
36059409100,11756
36059409600,11756
36059410100,11565
36059410600,11580
36059519300,11801
36061007500,10014
36061007800,10017
36061007900,10014
36089490500,13694
36081107202,11694
36111950400,12498
36017970801,13778
36089490700,13668
36081156700,11427
36111951900,12466
36059412400,11563
36059412600,11570
36059412900,11570
36059413700,11510
36059413900,11575
36059414001,11575
36059414002,11575
36087011504,10977
36103159505,11719
36103159601,11955
36103169800,11933
36089492300,13617
36087011502,10970
36089491000,13658
36119014701,10986
36119014901,10598
36089492800,13614
36103112206,11797
36103122406,11798
36103122601,11798
36103122603,11703
36103122902,11704
36119015000,10578
36061014500,10019
36061014802,10028
36065026200,13424
36029003301,14209
36029003400,14208
36029003500,14208
36005041100,10468
36005041300,10468
36005042100,10467
36005042600,10466
36005043100,10467
36005044901,10470
36005045102,10470
36005046202,10469
36007000400,13903
36061023700,10031
36061024302,10039
36059415402,11710
36061015200,10028
36061015602,10029
36061016200,10028
36061016700,10069
36027050102,12590
36027050205,12533
36061025300,10032
36061025700,10027
36061025900,10030
36007012101,13744
36029015001,14052
36029015003,14080
36029015102,14055
36029015201,14075
36029015301,14111
36103158506,11755
36103158511,11755
36029015501,14006
36029015504,14006
36005020501,10452
36005020900,10452
36005021602,10462
36029002800,14211
36067013000,13219
36067013200,13219
36119002402,10704
36119002403,10704
36119002405,10704
36119002800,10550
36119002900,10550
36119003100,10550
36063024001,14067
36059518204,11797
36059518800,11753
36015010800,14903
36029010901,14206
36029011500,14220
36029012002,14224
36029012502,14218
36029012902,14219
36119003400,10553
36119003600,10550
36083052201,12198
36083052204,12063
36083052304,12204
36029003700,14211
36029004001,14214
36029004100,14215
36029004500,14214
36029004700,14214
36029004900,14216
36015010900,14905
36015011100,14871
36081029700,11103
36081030902,11103
36081033401,11434
36081033700,11369
36081036500,11369
36081036800,11434
36081038301,11368
36081039900,11368
36103158007,11790
36103158111,11720
36103158202,11733
36103158206,11777
36103158319,11776
36103158321,11784
36119004800,10708
36027060202,12520
36029014206,14043
36103147901,11705
36007012300,13833
36007012600,13901
36007012702,18812
36003951200,14770
36005002800,10459
36005004001,10472
36005005200,10459
36005006000,10460
36005006300,10039
36005007400,10473
36059517801,11542
36005013200,10465
36029014400,14043
36029014801,14001
36047056500,11222
36047057600,11229
36047058000,11223
36047059401,11229
36047059600,11229
36027221001,12601
36027410000,12601
36029000900,14210
36029016200,14218
36007013400,13760
36007013900,13790
36029017501,14091
36029940000,14136
36005013800,10465
36005030200,10475
36029007202,14201
36029007901,14150
36029008202,14217
36029008400,14072
36051031200,14536
36053030200,13032
36007001100,13903
36031960100,12941
36103145808,11749
36103145902,11718
36103146202,11717
36103146205,11751
36053030403,13037
36001000100,12204
36045060600,13616
36029013502,14075
36029013900,14052
36055000700,14605
36055001000,14607
36055001800,14606
36055002000,14613
36055002100,14613
36055003100,14607
36055003300,14620
36103146404,11722
36103146605,11779
36103146607,11716
36103146608,11741
36103146614,11741
36103146703,11729
36103147004,11702
36103147601,11730
36103158002,11790
36001001400,12210
36001001600,12208
36019100400,12923
36019100800,12901
36019101400,12901
36029015600,14081
36055010200,14617
36055010500,14617
36005039700,10458
36005039901,10458
36005040302,10468
36005040304,10468
36005040501,10458
36029010600,14225
36029010807,14227
36055003600,14620
36005015700,10459
36005016200,10465
36005016400,10465
36005016500,10457
36005016700,10456
36005017701,10456
36005017702,10456
36005018102,10456
36005018301,10451
36005018400,10461
36005018900,10039
36005019900,10452
36055004800,14605
36055005000,14613
36069050101,14506
36069050302,14548
36069051100,14504
36055015101,14464
36081025301,11104
36071010500,12575
36071013600,10930
36071013900,10917
36003950500,14727
36077590100,13337
36077590700,13751
36077591200,13861
36079010100,12563
36079010400,10512
36093033002,12306
36093033004,12306
36005040702,10468
36005007900,10455
36005009200,10472
36007001600,13903
36081018101,11104
36055015102,14476
36055015200,14420
36071013400,10992
36071013500,10917
36071012800,12553
36059416000,11783
36059416600,11559
36081018402,11436
36081019000,11433
36081019600,11419
36081020500,11104
36081021600,11415
36081023000,11435
36081024900,11377
36081025500,11377
36007011902,13797
36103158704,11784
36103158712,11738
36103159105,11742
36103159107,11742
36103159203,11715
36103159410,11949
36119009100,10606
36119009600,10606
36119010000,10583
36071014301,10918
36071014302,10921
36015000700,14905
36015000900,14904
36081026901,11372
36081027300,11369
36081027800,11433
36081028700,11372
36081029400,11436
36081058200,11429
36081059000,11429
36081059500,11237
36103158604,11779
36003950700,14813
36027020004,12540
36053030501,13035
36027170000,12514
36027190204,12590
36027200002,12545
36027210301,12508
36001000200,12210
36001000300,12203
36001000501,12206
36001000502,12206
36001000700,12206
36029002900,14211
36005009600,10462
36005011800,10465
36005012500,10459
36027140101,12601
36027150005,12507
36005043400,10470
36081129103,11427
36081031700,11103
36085012500,10310
36055013507,14626
36081050000,11423
36059519801,11801
36047028200,11214
36061005400,10011
36047054600,11230
36047081000,11225
36081035300,11369
36047120800,11208
36059405301,11001
36073040300,14105
36005007700,10456
36059520300,11714
36059301700,11030
36081009600,11420
36083051702,12090
36081057900,11385
36103124601,11704
36047006700,11231
36017970500,13815
36005038000,10467
36005038500,10458
36005039000,10467
36005039100,10458
36005041500,10468
36005041900,10467
36005042200,10470
36005042500,10458
36005042902,10467
36027040003,12522
36027060100,12550
36027060201,12524
36027070101,12538
36025971100,13740
36025971300,13755
36019101600,12901
36027020005,12570
36027030000,12580
36019102100,12903
36021000100,12024
36021000200,12037
36023970800,13045
36021002000,12526
36023970100,13159
36023970500,13045
36023971000,13045
36023971100,13803
36025970100,13846
36021000401,12106
36021000500,12173
36021001000,12513
36021001100,12414
36021001500,12523
36017971000,13862
36019100100,12958
36019100700,12918
36019100900,12901
36015000200,14905
36015000400,14905
36013037200,14701
36013037300,14701
36025970600,13856
36005023302,10453
36025970800,13846
36005023703,10457
36005023900,10457
36005024300,10453
36005024600,10462
36005024900,10453
36005034000,10469
36005034400,10469
36013036901,14757
36013037000,14710
36005034800,10469
36005035600,10469
36005036300,10460
36005020000,10462
36005020502,10453
36005020601,10462
36007000600,13903
36007001200,13903
36005044200,10470
36017970700,13863
36017970802,13841
36021001800,12571
36005015800,10465
36005015900,10459
36005016300,10459
36005019700,10452
36005023600,10460
36005045101,10470
36003950400,14777
36005031200,10469
36005031800,10469
36005032300,10471
36005032600,10469
36005033400,10458
36005033500,10463
36005048400,10466
36007000100,13790
36007000300,13790
36005036501,10460
36005036800,10467
36005037200,10467
36005037400,10467
36005037504,10457
36005045600,10466
36005021001,10462
36005021302,10452
36005021601,10460
36005021900,10452
36005022000,10460
36005022102,10452
36005022404,10460
36005022702,10452
36005022800,10460
36005023000,10460
36013036100,14782
36009960600,14772
36009961100,14748
36011041200,13034
36011041300,13021
36011041800,13021
36013030100,14701
36013030300,14701
36013035100,14136
36013035500,14048
36013035901,14048
36013036600,16428
36001013801,12303
36001013901,12205
36005015100,10456
36001002200,12210
36001002600,12209
36001012800,12047
36001012900,12047
36001013300,12189
36001013505,12110
36001013507,12110
36001013508,12309
36001014201,12208
36003950600,14739
36005001900,10037
36005002400,10474
36005002702,10454
36005003500,10455
36005003900,10454
36005004200,10473
36005004400,10472
36005005100,10037
36005005300,10034
36005005902,10451
36005006100,10451
36005011000,10473
36005028900,10463
36005030100,10463
36005011700,10474
36005012300,10459
36005013100,10456
36005013300,10456
36005014500,10456
36005014702,10456
36005006700,10451
36005006800,10472
36005007200,10472
36005007600,10460
36005007800,10472
36005008400,10473
36005008600,10473
36005009000,10473
36005009800,10472
36005030701,10463
36001014301,12158
36001014401,12041
36001014502,12186
36001014609,12159
36003950800,14813
36003951100,14754
36005025600,10462
36005026601,10461
36005026702,10468
36005027402,10465
36005027900,10463
36005028400,10461
36005028800,10469
36009960500,14138
36001014802,12469
36003950300,14065
36005025100,10453
36005025400,10462
36011040200,13166
36011040300,13140
36011040800,13147
36009962200,14741
36007012900,13790
36007013202,13790
36007013304,13760
36007013600,13760
36007014000,13790
36007014400,13760
36007014500,13760
36009960100,14101
36009960800,14741
36009961600,14706
36009961700,14706
36013036800,14767
36009940300,14738
36007012202,13901
36003951300,14717
36007012400,13865
36011041000,13160
36007012201,13901
36007001800,13903
36007011901,13863
36007012000,13802
36007012701,13903
36007012800,13790
36007001500,13790
36007001700,13903
36051030800,14427
36067012400,13031
36067012800,13209
36067013100,13219
36067013300,13088
36067013400,13090
36067013900,13211
36067014200,13208
36067014400,13211
36067014700,13224
36027070401,12538
36027080103,12603
36067016502,13060
36067016802,13110
36067016901,13141
36069050102,14506
36069050202,14564
36069050400,14432
36069050500,14585
36069050602,14564
36069051200,14504
36069052000,14466
36069052200,14808
36071000600,12550
36071001300,10924
36071001600,10973
36071010102,12550
36051031300,14510
36053030102,13054
36069051500,14456
36069051900,14456
36053030103,13054
36053030300,13032
36053030402,13037
36055003400,14620
36061014200,10021
36049950400,13367
36051030600,14480
36061019500,10024
36061019702,10026
36061019900,10024
36061021000,10037
36061021100,7020
36061020500,10024
36061020600,10037
36061021600,10026
36081011100,11105
36081013700,11103
36081014100,11103
36081014400,11418
36119010702,10502
36119010801,10502
36119010903,10607
36081017100,11101
36081017900,11101
36029013102,14085
36029013202,14075
36029013702,14224
36029013800,14127
36029014000,14052
36081018000,11420
36119004400,10708
36029014204,14086
36029014208,14026
36029014300,14043
36029014502,14043
36029014603,14221
36119012303,10595
36119012501,10536
36119012700,10549
36083051902,12188
36029009402,14226
36119004600,10708
36027130005,12569
36029012001,14218
36029012501,14218
36029009600,14226
36029009702,14026
36119004700,10708
36119005002,10707
36119005500,10803
36119005600,10805
36103122704,11798
36029012901,14219
36029013101,14085
36029010001,14225
36029010003,14225
36119005702,10801
36119006100,10803
36085000600,10305
36085001700,10301
36119006300,10801
36029010103,14225
36029010202,14215
36029010700,14211
36029010805,14043
36029010809,14227
36029010902,14206
36119006600,10804
36119006801,10709
36119011101,10533
36119011500,10960
36119011700,10960
36119012000,10532
36029011200,14206
36119012102,10570
36119009702,10601
36119009800,10583
36119010100,10583
36119010400,10522
36101962000,14897
36101962100,14898
36119010600,10502
36101962300,14821
36101963000,14801
36103110101,11709
36081127700,11366
36027140300,12601
36083051600,12207
36047012100,11231
36119007000,10804
36119007200,10543
36119007402,10543
36119007600,10543
36119008100,10573
36119008200,10573
36083051800,12182
36027190301,12550
36027190401,12524
36027200001,12514
36027220100,12601
36061022000,10027
36061022301,10031
36061022500,10031
36061023200,10030
36061023501,10039
36061023802,10044
36061024000,10029
36061014402,10028
36061014900,10019
36071011701,12771
36065023502,13490
36075020703,13036
36047042400,11223
36047042500,11206
36047042900,11237
36047043000,11204
36047043700,11237
36075020902,13135
36075021104,13069
36065024900,13461
36059415201,11566
36059415202,11566
36065023702,13441
36065023902,13403
36103147804,11705
36103147902,11705
36103158001,11733
36103158006,11790
36103158102,11776
36103158104,11720
36059415401,11566
36059415802,11710
36059416100,11710
36059517802,11542
36103158107,11755
36065024102,13486
36065026600,13424
36067015201,13066
36067015203,13104
36047054200,11230
36059405000,11003
36047102000,11236
36047102600,11236
36047103400,11236
36047107000,11239
36047110400,11207
36059518000,11771
36049950100,13620
36067015601,13057
36067016002,13031
36061011800,10065
36061012400,10021
36065980002,13495
36103158512,11755
36103158606,11738
36103158609,11779
36103158705,11727
36047048000,11230
36047048200,11230
36047050801,11226
36047050900,11211
36049950200,13619
36067016100,13120
36067016300,13219
36071011400,10940
36061015002,10028
36103170201,11958
36103190401,11941
36103190403,11901
36047051300,11211
36047051500,11222
36047051900,11211
36059415101,11566
36119000300,10705
36105950400,12766
36105950600,12748
36105950700,12787
36105952000,12764
36109000900,14853
36059416201,11559
36059416500,11559
36059416701,11561
36059416802,11561
36061012600,10021
36061012900,10019
36061013400,10021
36061013600,10044
36065023300,13495
36035970600,12078
36059517000,11542
36059517200,11579
36047039000,11223
36047039500,11221
36103159406,11955
36103159412,11961
36045061700,13650
36059517600,11579
36047043900,11237
36047039700,11221
36047040000,11223
36047040100,11233
36047040600,11223
36047040800,11223
36065023000,13478
36047116600,11208
36119008302,10604
36061016500,10023
36061016800,10029
36061017000,10029
36061017500,10025
36061017800,10035
36061018100,10162
36061018600,10026
36061018800,10035
36061019100,10024
36081130100,11427
36081134100,11365
36081136700,11364
36081138502,11361
36029011700,14220
36119008800,10601
36119008901,10603
36119009000,10606
36119009300,10606
36119009701,10605
36047116800,11208
36047117601,11385
36047117800,11208
36047118202,11421
36047118600,11208
36047119600,11208
36047120000,11208
36047121000,11208
36047123700,11205
36047152200,11218
36061015100,10069
36061015601,10029
36061015802,10029
36061015900,10069
36061016300,10069
36081009500,11102
36081010000,11420
36081010300,11105
36081010500,11105
36083052004,12183
36083052102,12138
36083052203,12196
36083052301,12144
36083052402,12144
36083052404,12077
36083052503,12033
36081008300,11102
36081008800,11417
36081009100,11102
36085001800,10305
36085002900,10304
36085004000,10304
36085005900,10302
36085007000,10304
36085008100,10301
36085009601,10304
36085011402,10306
36085012200,10306
36081015400,11419
36081015801,11419
36081016100,11377
36081016900,11377
36047112000,11208
36047112400,11207
36047113400,11207
36047114202,11207
36047114400,11207
36047115800,11207
36027220300,12601
36027220901,12601
36027610000,12582
36027640002,12508
36029000110,14203
36029000500,14201
36111955300,12406
36113070100,12801
36113070601,12804
36071015006,10950
36071015200,12543
36073040200,14012
36075021200,13126
36113078000,12824
36071010700,12586
36113074000,12842
36115081000,12844
36081056600,11428
36081056700,11385
36081058100,11385
36081058300,11237
36081122701,11367
36079010500,12533
36103110200,11724
36113076000,12860
36119000701,10701
36119000702,10703
36119000802,10701
36119001102,10705
36103190502,11978
36029017100,14207
36029017300,14224
36067012300,13031
36071010400,12550
36071010600,12549
36077590600,12155
36071010902,12721
36083052603,12062
36077590800,13861
36077590300,13485
36071011300,10919
36111950600,12416
36111951000,12461
36111951300,12449
36081002000,11416
36081002800,11416
36029940100,14013
36029990000,14218
36103111801,11731
36103111804,11731
36103112103,11731
36103112204,11747
36103122300,11804
36103122403,11798
36103122405,11798
36081077908,11367
36081079000,11436
36081080302,11355
36047085000,11203
36047085600,11226
36047086000,11203
36047087000,11203
36047087200,11203
36047088200,11212
36047089200,11212
36047089600,11212
36047090000,11212
36047090800,11207
36047091600,11212
36047092400,11233
36047093200,11203
36047093800,11203
36047095000,11203
36047095800,11236
36079010800,10986
36081124700,11366
36111953700,12515
36111953900,12542
36111954000,12548
36111954600,12788
36111954800,12428
36097950500,14865
36099950300,13148
36099950500,13165
36051030201,14486
36081141700,11358
36081143500,11361
36083040200,12188
36083040400,12183
36083040900,12189
36071011702,10998
36083041100,12189
36083041200,12183
36083041400,12183
36075021401,13126
36075021501,13114
36075021604,13126
36075021605,13126
36077590201,13315
36105951200,12790
36105951500,12742
36105951700,12743
36105951800,12762
36077591100,13861
36079010200,12563
36071012100,10924
36071012200,10924
36071014400,10990
36071014502,7418
36119001302,10705
36119001502,10470
36119001700,10701
36029014702,14031
36029014903,14086
36029015002,14139
36113072000,12804
36117020302,14502
36117020600,14568
36117020900,14505
36117021100,14432
36117021200,14432
36081003200,11416
36081003400,11421
36081004002,11416
36081004401,11208
36081004700,11106
36065021702,13417
36065022701,13441
36065022702,13308
36061004800,10003
36061005200,10011
36061005501,10012
36113070701,12804
36111951700,12466
36111952300,12443
36111952500,12466
36111952700,12419
36111953400,12561
36061005900,10003
36109001100,14850
36109001300,14853
36109001800,14824
36109002300,14847
36081005400,11416
36081005700,11106
36081005800,11208
36081006300,11102
36081007100,11102
36081007300,11102
36119002101,10710
36119002105,10710
36119002107,10710
36081001800,11416
36075020100,13083
36119003900,10552
36115086000,12838
36115087000,12839
36063024406,14305
36063024502,14174
36071011601,12746
36113070702,12846
36055003500,14620
36065020802,13501
36027140200,12601
36119001301,10705
36111950500,12498
36073040600,14125
36073040700,14479
36073401300,14571
36079011000,10516
36079011500,10512
36079011700,10589
36079011800,10509
36081000400,11421
36081001400,11421
36103111402,11743
36103111504,11740
36103111601,11721
36047044200,11230
36047044500,11237
36047044900,11222
36047045000,11230
36047045800,11230
36047046201,11230
36047046800,11204
36047047200,11204
36059518201,11771
36059519000,11801
36029001000,14220
36029001500,14204
36059518300,11732
36059518501,11568
36059518900,11590
36047054300,11201
36059519200,11801
36059519500,11801
36059519703,11803
36059519802,11803
36059520001,11714
36065024400,13316
36103190504,11941
36103190705,11948
36103190708,11963
36109001900,14850
36081014800,11418
36081015100,11103
36059521801,11762
36059521802,11762
36061000202,10002
36061001001,10002
36061024301,10039
36061024900,10032
36029014803,14031
36109002100,13068
36111955000,12458
36071014800,10925
36047067800,11210
36115094000,12154
36117020301,14450
36103110801,11721
36047054700,11205
36047055200,11230
36047055300,11211
36047055700,11222
36047056100,11222
36103201003,11937
36103110803,11768
36103111002,11743
36103111100,11724
36061024200,10037
36047056400,11229
36059520800,11756
36059521000,11758
36059521500,11762
36063023800,14094
36063023902,14094
36065024700,13054
36113070900,12804
36075020400,13114
36075020500,13076
36075020701,13029
36063023404,14051
36065020803,13501
36065021103,13417
36065021302,13501
36065021402,13495
36065021602,13495
36063024201,14108
36063024302,14131
36063024401,14092
36063024405,14174
36047066600,11229
36063023300,14120
36063023402,14094
36047069000,11210
36047069601,11236
36047069602,11236
36061001401,10002
36061001502,10271
36061002000,10002
36115090000,12823
36115092000,12028
36117021501,14555
36117990100,14555
36119000104,10705
36119000202,10705
36061006200,10016
36061006500,10012
36061006800,10003
36061007200,10001
36061009200,10110
36061009700,10199
36061010000,10171
36103200901,11937
36065025001,13323
36065025300,13417
36065025500,13319
36065025800,13318
36065026100,13441
36061006000,10009
36047010100,11218
36047011000,11218
36047041100,11233
36047041402,11223
36047041700,11237
36047041900,11221
36103158203,11733
36095740600,12036
36059409800,11411
36059410000,11580
36059410300,11413
36059410700,11581
36059410800,11581
36081068000,11413
36081073700,11375
36081074300,11375
36081074500,11368
36081075702,11375
36081077905,11415
36081020200,11435
36081020600,11435
36081021400,11415
36121970400,14145
36103158114,11776
36103158116,11784
36047024400,11204
36047024500,11216
36081018401,11436
36081018600,11436
36081018700,11104
36081018900,11101
36081019800,11435
36081022900,11378
36081023200,11415
36081024300,11378
36081024600,11433
36061010400,10112
36061010601,10022
36061011100,10199
36061011300,10119
36061011700,7086
36059411000,11096
36059407302,11553
36059407402,11553
36103158205,11777
36059413200,11572
36059413400,11558
36047026400,11228
36067011800,13164
36081034700,11370
36047026600,11204
36093033102,12066
36095740100,12092
36095740300,12043
36095740500,12036
36097950200,14878
36047012901,11217
36047013000,11220
36047013300,11217
36081035700,11371
36081036300,11369
36081036700,11369
36119013103,10520
36067011900,13112
36067012100,13112
36047052700,11211
36047052900,11211
36047053200,11210
36047053400,11230
36047013600,11209
36047014000,11209
36047014100,11215
36091061800,12020
36029002300,14212
36029004601,14223
36029004602,14214
36029005100,14216
36029005202,14209
36047025901,11206
36047025902,11206
36081025100,11377
36081025400,11435
36081025900,11377
36081026200,11433
36081026700,11372
36081027000,11433
36081027200,11433
36081027700,11372
36081027900,11372
36081028200,11433
36081028400,11433
36091062403,12065
36091062405,12065
36029005500,14207
36029005900,14207
36029006302,14222
36029006702,14222
36029006800,14201
36029007101,14201
36047056600,11229
36047057200,11229
36103110402,11721
36047038500,11221
36047057400,11229
36047057500,11222
36047057900,11109
36047059000,11223
36047059200,11229
36047059402,11229
36119013104,10514
36047038700,11221
36081040300,11369
36081040500,11369
36081045200,11432
36081045600,11432
36081045800,11432
36081046100,11373
36081099900,11360
36081100802,11691
36081101001,11691
36081099200,11691
36087013002,10913
36087013300,10976
36087013401,10983
36081021900,11104
36103158900,11715
36103159102,11715
36103159106,11713
36103159201,11715
36103159204,11713
36045060200,13618
36081103201,11691
36081103900,11357
36081105900,11354
36081107201,11693
36081112300,11361
36081113900,11358
36081115700,11354
36081116100,11354
36081118100,11358
36081119300,11358
36059406701,11550
36059406801,11530
36081058900,11237
36081059100,11237
36081059600,11411
36089490100,13662
36089491400,13669
36089491900,13617
36089492100,13680
36119014606,10511
36119014607,10567
36119014703,10537
36045980000,13602
36081059900,11378
36081060300,11378
36081061200,11411
36081061302,11385
36081061900,11385
36081065900,11379
36081066300,11379
36081067100,11379
36081067900,11379
36081040200,11412
36081124100,11366
36081046600,11432
36081046800,11432
36081047100,11373
36081047300,11373
36061002201,10002
36061002800,10009
36061002900,10007
36061003200,10003
36089492400,13696
36047007400,11220
36047008400,11220
36047008800,11220
36047009600,11220
36103169704,11792
36103170002,11952
36119014805,10547
36119014809,10546
36119014811,10535
36119014903,10505
36119014908,10535
36119981000,10591
36119984000,10548
36121970100,14039
36061003300,10007
36081047800,11423
36081048200,11423
36081048300,11377
36081048500,11373
36081049700,11373
36081087100,11355
36081089200,11239
36027100000,12567
36027130003,12569
36081091601,11697
36081091900,11356
36081092800,11694
36081093401,11694
36081094202,11692
36081094500,11356
36081096400,11692
36081097203,11692
36081098100,11357
36081037900,11369
36081038100,11369
36027140801,12542
36027150004,12507
36027160003,12466
36027190101,12590
36027190203,12590
36081086300,11354
36027080201,12603
36081038302,11369
36059413100,11572
36103159506,11951
36103159509,11951
36103169701,11786
36027090000,12572
36081062400,11411
36081062500,11385
36081063000,11413
36081063200,11413
36119013202,10510
36119013304,10920
36119013800,10920
36119013900,10927
36119014100,10511
36119014400,10566
36081063700,11385
36081064101,11416
36081064102,11385
36081065501,11379
36081065702,11379
36081029100,11377
36081029300,11377
36081029500,11377
36081030903,11103
36047079802,11225
36047026900,11216
36047029500,11221
36047029600,11214
36047030100,11233
36047030300,11233
36047030400,11214
36047030800,11224
36047031701,11216
36047031900,11225
36047032500,11225
36047032900,11225
36059520002,11714
36059520402,11714
36059520502,11735
36081055800,11428
36081056000,11428
36059407102,11550
36059407203,11550
36121970600,14591
36081050201,11423
36081050700,11379
36081051000,11412
36081051300,11378
36081051600,11429
36081052200,11412
36081052400,11412
36081052800,11412
36081053401,11412
36081054000,11428
36081054200,11428
36081055100,11237
36061003700,10013
36061004000,10003
36061004300,10012
36059407600,11590
36059407801,11554
36059408000,11556
36059408700,11554
36059408800,11756
36059409000,11756
36059409200,11756
36059409700,11756
36103158708,11953
36103158711,11738
36081055300,11237
36081033000,11434
36081033100,11370
36081080900,11367
